datetime,temp,dew,humidity,precip,preciptype,snow,windspeed,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,conditions,description,icon,,holidays
9/11/2023,25.6,20.2,74.2,1.571,rain,0,18.6,15.8,115,9.9,8,30,2023-09-11T06:45:46,2023-09-11T19:23:16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,,workday
9/12/2023,26.1,20.4,72.3,0.184,rain,0,18.5,16,175.9,15,8,30,2023-09-12T06:46:39,2023-09-12T19:21:40,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,,workday
9/13/2023,24.8,16.9,63.6,0,nothing,0,20,16,195,17.1,8,30,2023-09-13T06:47:32,2023-09-13T19:20:05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
9/14/2023,23,12,51.7,0.022,rain,0,23.1,16,201.7,17.5,8,10,2023-09-14T06:48:26,2023-09-14T19:18:29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,workday
9/15/2023,20,9.4,51.5,0,nothing,0,25.2,16,210.1,18,8,10,2023-09-15T06:49:19,2023-09-15T19:16:52,Clear,Clear conditions throughout the day.,clear-day,,workday
9/16/2023,20.7,10.4,53.9,0,nothing,0,24.8,16,223.1,19.1,8,10,2023-09-16T06:50:13,2023-09-16T19:15:16,Clear,Clear conditions throughout the day.,clear-day,,workday
9/17/2023,19.9,15.5,76.6,0.899,rain,0,24.6,15.9,58.9,5.3,3,10,2023-09-17T06:51:07,2023-09-17T19:13:40,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,workday
9/18/2023,20.9,14,67.2,0.528,rain,0,28.8,16,127.6,11.2,6,10,2023-09-18T06:52:00,2023-09-18T19:12:03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,,workday
9/19/2023,20.9,11,55,0,nothing,0,25.9,16,206.5,17.9,8,10,2023-09-19T06:52:54,2023-09-19T19:10:27,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
9/20/2023,20.6,11.3,57.7,0,nothing,0,12.1,16,170.8,14.7,8,10,2023-09-20T06:53:48,2023-09-20T19:08:50,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
9/21/2023,20.9,13.1,63.3,0,nothing,0,12.6,16,155.1,13.4,8,10,2023-09-21T06:54:42,2023-09-21T19:07:14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
9/22/2023,19.6,13.3,67.7,0.081,rain,0,33.5,16,105.6,9.1,5,10,2023-09-22T06:55:36,2023-09-22T19:05:37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
9/23/2023,16.5,14.6,89,36.63,rain,0,44.3,8.8,16.3,1.3,1,10,2023-09-23T06:56:31,2023-09-23T19:04:01,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,,workday
9/24/2023,19,17.4,90.4,19.598,rain,0,32.7,11.6,40.9,3.5,2,10,2023-09-24T06:57:25,2023-09-24T19:02:24,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,,workday
9/25/2023,18.6,15.5,82.5,0.353,rain,0,21.6,15,68.3,5.8,4,10,2023-09-25T06:58:20,2023-09-25T19:00:48,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,,workday
9/26/2023,15.9,14.4,90.7,1.084,rain,0,20.2,10.7,25.6,2.2,1,10,2023-09-26T06:59:14,2023-09-26T18:59:12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,,workday
9/27/2023,17.1,11.6,71,0,nothing,0,19.9,16,180.7,15.7,8,10,2023-09-27T07:00:09,2023-09-27T18:57:36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
9/28/2023,16.8,12.8,77.5,0,nothing,0,25.8,15.8,78.6,6.7,4,10,2023-09-28T07:01:04,2023-09-28T18:56:01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
9/29/2023,18.6,15.6,82.5,0,nothing,0,19.7,14.4,58.8,5.2,2,10,2023-09-29T07:02:00,2023-09-29T18:54:25,Overcast,Cloudy skies throughout the day.,cloudy,,workday
9/30/2023,20.4,15.9,76.1,0,nothing,0,22.5,16,94.1,8.1,5,10,2023-09-30T07:02:55,2023-09-30T18:52:50,Overcast,Cloudy skies throughout the day.,cloudy,,workday
10/1/2023,21.7,15,67.9,0,nothing,0,23.2,16,185.6,16,8,10,2023-10-01T07:03:51,2023-10-01T18:51:16,Clear,Clear conditions throughout the day.,clear-day,,workday
10/2/2023,22.4,15.8,67.7,0,nothing,0,12.4,15.9,165.2,14.3,7,10,2023-10-02T07:04:47,2023-10-02T18:49:41,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
10/3/2023,23,16.8,71.2,0,nothing,0,11.9,15.7,166.8,14.5,7,10,2023-10-03T07:05:43,2023-10-03T18:48:07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
10/4/2023,21.8,16.2,72.8,0,nothing,0,14.2,14.9,174.6,14.9,7,10,2023-10-04T07:06:39,2023-10-04T18:46:34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
10/5/2023,20.7,16.4,77.3,0,nothing,0,16.3,15.7,131.1,11.4,5,10,2023-10-05T07:07:36,2023-10-05T18:45:00,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
10/6/2023,22.3,19.2,82.9,0,nothing,0,10.6,15.7,79.5,6.9,5,10,2023-10-06T07:08:33,2023-10-06T18:43:28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
10/7/2023,17.8,11,67.4,2.089,rain,0,31.2,15.5,112.7,9.8,6,10,2023-10-07T07:09:30,2023-10-07T18:41:56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,,workday
10/8/2023,12.9,2.5,51.1,0,nothing,0,31.1,16,159.6,13.8,8,10,2023-10-08T07:10:28,2023-10-08T18:40:24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
10/9/2023,12.8,4.4,57.7,0,nothing,0,21.7,16,87.8,7.6,6,10,2023-10-09T07:11:26,2023-10-09T18:38:53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,holidays
10/10/2023,15,8.3,67.2,0,nothing,0,14.8,16,161.5,13.8,7,10,2023-10-10T07:12:24,2023-10-10T18:37:22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
10/11/2023,16.1,7.1,59.7,0,nothing,0,16.1,16,157.9,13.8,7,10,2023-10-11T07:13:22,2023-10-11T18:35:52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
10/12/2023,17.2,8.5,59.3,0,nothing,0,12.1,15.8,166.7,14.4,7,10,2023-10-12T07:14:21,2023-10-12T18:34:23,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,,workday
10/13/2023,17,9.4,62.2,0,nothing,0,16.4,16,163.1,14.1,7,10,2023-10-13T07:15:20,2023-10-13T18:32:54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
10/14/2023,15.2,12.6,85.1,11.897,rain,0,26.9,12.8,12.5,1.1,1,10,2023-10-14T07:16:19,2023-10-14T18:31:27,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,,workday
10/15/2023,13,6.8,67.8,1.091,rain,0,32.6,15.3,96.1,8.5,5,10,2023-10-15T07:17:19,2023-10-15T18:30:00,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,workday
10/16/2023,12.5,6,65,0,nothing,0,24.9,16,109.2,9.6,6,10,2023-10-16T07:18:19,2023-10-16T18:28:33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
10/17/2023,13.6,7.9,69.7,0,nothing,0,22,16,70,6.2,3,10,2023-10-17T07:19:20,2023-10-17T18:27:08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
10/18/2023,13.6,6.7,65.1,0,nothing,0,16,16,103.5,9,6,10,2023-10-18T07:20:20,2023-10-18T18:25:43,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
10/19/2023,14.8,9.7,73,0,nothing,0,23.2,16,148,12.9,7,10,2023-10-19T07:21:21,2023-10-19T18:24:20,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
10/20/2023,15.9,12.4,80.3,1.137,rain,0,19.8,15.8,42,3.7,2,10,2023-10-20T07:22:23,2023-10-20T18:22:57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,,workday
10/21/2023,15.4,7.7,62.3,0.022,rain,0,37,15.9,108.7,9.5,7,10,2023-10-21T07:23:25,2023-10-21T18:21:35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,workday
10/22/2023,13.8,4.2,54.7,0,nothing,0,35.3,16,120.3,10.4,7,10,2023-10-22T07:24:27,2023-10-22T18:20:14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
10/23/2023,12.1,1.8,50.9,0,nothing,0,22.6,16,151.3,13.1,7,10,2023-10-23T07:25:29,2023-10-23T18:18:55,Clear,Clear conditions throughout the day.,clear-day,,workday
10/24/2023,13,6.1,66,0,nothing,0,16.2,16,156.5,13.6,6,10,2023-10-24T07:26:32,2023-10-24T18:17:36,Clear,Clear conditions throughout the day.,clear-day,,workday
10/25/2023,16.3,7.6,59.5,0,nothing,0,15.7,16,156.9,13.6,6,10,2023-10-25T07:27:35,2023-10-25T18:16:18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
10/26/2023,18.4,10.9,63.7,0,nothing,0,12.6,16,145.1,12.6,6,10,2023-10-26T07:28:39,2023-10-26T18:15:02,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
10/27/2023,20.3,14.8,72.7,0,nothing,0,15.7,16,95.1,8.2,6,10,2023-10-27T07:29:43,2023-10-27T18:13:47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
10/28/2023,21.7,15.5,70.6,0,nothing,0,16.2,16,122.4,10.5,6,10,2023-10-28T07:30:47,2023-10-28T18:12:33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
10/29/2023,20.7,16.5,77.4,0.989,rain,0,17.2,15.8,80.3,6.9,4,10,2023-10-29T07:31:51,2023-10-29T18:11:20,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,,workday
10/30/2023,17.1,12.7,75.9,0.889,rain,0,36.5,16,90.5,7.8,6,10,2023-10-30T07:32:56,2023-10-30T18:10:08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
10/31/2023,10.3,0.4,50.9,0.016,rain,0,24.7,16,84.3,7.4,6,10,2023-10-31T07:34:01,2023-10-31T18:08:58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,workday
11/1/2023,6.8,-3.2,50.1,0,nothing,0,35.7,16,122.3,10.5,6,10,2023-11-01T07:35:06,2023-11-01T18:07:49,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,,workday
11/2/2023,6.4,-4.4,47.7,0,nothing,0,19.1,16,133.9,11.6,6,10,2023-11-02T07:36:12,2023-11-02T18:06:42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
11/3/2023,8.9,0.7,59.7,0,nothing,0,20,16,135.6,11.5,6,10,2023-11-03T07:37:18,2023-11-03T18:05:36,Clear,Clear conditions throughout the day.,clear-day,,workday
11/4/2023,11.9,2.9,59.1,0,nothing,0,14.1,16,126.8,10.9,6,10,2023-11-04T07:38:23,2023-11-04T18:04:31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
11/5/2023,13.5,4.4,57.4,0,nothing,0,20,15.9,132.4,11.9,6,10,2023-11-05T06:39:30,2023-11-05T17:03:28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
11/6/2023,13.2,6.1,63,0,nothing,0,14.2,16,123.8,10.7,5,10,2023-11-06T06:40:36,2023-11-06T17:02:26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
11/7/2023,17.5,8.3,57.1,0,nothing,0,19.8,15.9,52.5,4.6,3,10,2023-11-07T06:41:43,2023-11-07T17:01:26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
11/8/2023,13.3,4.3,55.5,0,nothing,0,20.2,16,139.1,11.9,6,10,2023-11-08T06:42:49,2023-11-08T17:00:28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
11/9/2023,15.9,10.2,70.9,0.083,rain,0,21.4,15.6,118.7,10.2,5,10,2023-11-09T06:43:56,2023-11-09T16:59:31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,workday
11/10/2023,9.7,4.8,73.5,3.979,rain,0,19.8,15.3,10.8,1,1,10,2023-11-10T06:45:03,2023-11-10T16:58:36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,,holidays
11/11/2023,8.9,3.1,70.3,0,nothing,0,16.4,15.8,122.4,10.6,6,10,2023-11-11T06:46:10,2023-11-11T16:57:42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
11/12/2023,7.5,0.7,63.6,0,nothing,0,20.1,16,105.2,9.1,5,10,2023-11-12T06:47:16,2023-11-12T16:56:51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
11/13/2023,7.2,1.4,67.8,0,nothing,0,21.5,16,130,11.2,5,10,2023-11-13T06:48:23,2023-11-13T16:56:01,Clear,Clear conditions throughout the day.,clear-day,,workday
11/14/2023,10.4,0.7,53.2,0,nothing,0,22.5,16,134.3,11.5,6,10,2023-11-14T06:49:30,2023-11-14T16:55:12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
11/15/2023,9.5,2.8,64.7,0,nothing,0,21.3,16,91.8,8,4,10,2023-11-15T06:50:37,2023-11-15T16:54:26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
11/16/2023,12.2,3,56.6,0,nothing,0,14.8,16,127.8,11,5,10,2023-11-16T06:51:43,2023-11-16T16:53:41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
11/17/2023,14.4,9.4,73.2,0.129,rain,0,22.5,15.8,87,7.4,4,10,2023-11-17T06:52:50,2023-11-17T16:52:59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
11/18/2023,12.8,4.9,62.3,0.471,rain,0,31.7,15.9,115.8,10,5,10,2023-11-18T06:53:56,2023-11-18T16:52:18,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,,workday
11/19/2023,9.8,-1.8,46.3,0,nothing,0,20.2,16,126.1,10.9,5,10,2023-11-19T06:55:02,2023-11-19T16:51:39,Clear,Clear conditions throughout the day.,clear-day,,workday
11/20/2023,7.2,-1.5,55.1,0,nothing,0,17.4,16,68.7,5.9,3,10,2023-11-20T06:56:08,2023-11-20T16:51:02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
11/21/2023,9,5.6,80.2,46.04,rain,0,26,10.9,8.4,0.7,0,10,2023-11-21T06:57:13,2023-11-21T16:50:27,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,,workday
11/22/2023,12,7,73.1,5.424,rain,0,33.1,15.2,90.3,7.9,6,10,2023-11-22T06:58:18,2023-11-22T16:49:54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,workday
11/23/2023,10.1,1,54.4,0,nothing,0,25.4,16,122.2,10.4,5,10,2023-11-23T06:59:22,2023-11-23T16:49:23,Clear,Clear conditions throughout the day.,clear-day,,holidays
11/24/2023,8.6,0.3,56.9,0,nothing,0,28.2,16,90.4,7.8,5,10,2023-11-24T07:00:26,2023-11-24T16:48:54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
11/25/2023,3.7,-6.1,49.4,0,nothing,0,24.4,16,120,10.2,5,10,2023-11-25T07:01:30,2023-11-25T16:48:27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,,workday
11/26/2023,5.3,2,79.7,3.503,rain,0,12.9,12.5,41.4,3.6,2,10,2023-11-26T07:02:33,2023-11-26T16:48:02,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,,workday
11/27/2023,6.1,-1.2,62,0.092,rain,0,32.8,15.9,92.1,8,5,10,2023-11-27T07:03:35,2023-11-27T16:47:39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,workday
11/28/2023,2.1,-9.8,42.2,0.022,rain,0,40.2,16,104,9,4,10,2023-11-28T07:04:37,2023-11-28T16:47:19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,,workday
11/29/2023,0.5,-11.3,41.8,0,nothing,0,16.2,16,114.2,9.8,5,10,2023-11-29T07:05:38,2023-11-29T16:47:00,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
11/30/2023,5.6,-3.8,51.4,0,nothing,0,16.9,16,100.5,8.7,5,10,2023-11-30T07:06:38,2023-11-30T16:46:44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/1/2023,7.5,2.9,73.4,3.121,rain,0,17.2,14,25.5,2.2,1,10,2023-12-01T07:07:37,2023-12-01T16:46:30,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,workday
12/2/2023,9.8,8.8,93.3,0.544,rain,0,10.5,6,43.6,3.9,2,10,2023-12-02T07:08:36,2023-12-02T16:46:18,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,,workday
12/3/2023,11.6,10.9,95.4,20.571,rain,0,11.2,6.4,17.5,1.5,1,10,2023-12-03T07:09:33,2023-12-03T16:46:08,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,,workday
12/4/2023,9.9,1.9,58.8,0,nothing,0,24.1,15.7,56.5,4.9,3,10,2023-12-04T07:10:30,2023-12-04T16:46:00,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/5/2023,7.2,-0.8,57.3,0,nothing,0,16,16,81.8,7.1,5,10,2023-12-05T07:11:25,2023-12-05T16:45:55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/6/2023,5.6,-1.7,60.6,0,nothing,0,28.7,16,34.8,3,2,10,2023-12-06T07:12:20,2023-12-06T16:45:51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/7/2023,4.9,-3,56.9,0,nothing,0,23,16,27.8,2.4,2,10,2023-12-07T07:13:13,2023-12-07T16:45:50,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/8/2023,7.7,1.1,65.1,0,nothing,0,14.4,15.9,88.5,7.7,5,10,2023-12-08T07:14:05,2023-12-08T16:45:51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/9/2023,8.2,3.3,72.9,0,nothing,0,11,15.8,90.7,8,5,10,2023-12-09T07:14:56,2023-12-09T16:45:54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
12/10/2023,13.3,11.5,89,26.701,rain,0,36.1,11.8,8.9,0.7,1,10,2023-12-10T07:15:45,2023-12-10T16:46:00,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,,workday
12/11/2023,4.9,-1.4,66.2,14.282,"rain,snow",0.8,32,14.5,88.9,7.7,5,10,2023-12-11T07:16:33,2023-12-11T16:46:07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,,workday
12/12/2023,3.8,-3.4,60.2,0,nothing,0,19.8,16,110,9.5,5,10,2023-12-12T07:17:20,2023-12-12T16:46:17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/13/2023,5.4,-5.1,51.2,0,nothing,0,23,16,90.4,7.7,5,10,2023-12-13T07:18:05,2023-12-13T16:46:29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/14/2023,3.8,-7.2,46.8,0,nothing,0,12.2,16,98.2,8.5,5,10,2023-12-14T07:18:49,2023-12-14T16:46:43,Clear,Clear conditions throughout the day.,clear-day,,workday
12/15/2023,7.2,-2.8,51.9,0,nothing,0,18.5,16,108.2,9.4,5,10,2023-12-15T07:19:31,2023-12-15T16:46:59,Clear,Clear conditions throughout the day.,clear-day,,workday
12/16/2023,7.7,0.6,63.7,0,nothing,0,13.8,16,91.8,7.8,4,10,2023-12-16T07:20:11,2023-12-16T16:47:17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/17/2023,9.6,8.3,91.6,39.597,rain,0,27.3,7.7,15.2,1.2,1,10,2023-12-17T07:20:50,2023-12-17T16:47:38,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,,workday
12/18/2023,10.5,2.7,61.3,20.688,rain,0,42.5,14,80,7,5,10,2023-12-18T07:21:27,2023-12-18T16:48:00,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,,workday
12/19/2023,3.7,-6.4,47.9,0,nothing,0,33.9,16,54,4.5,3,10,2023-12-19T07:22:03,2023-12-19T16:48:24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/20/2023,3,-6.9,50,0,nothing,0,16.2,16,106.4,9.2,5,10,2023-12-20T07:22:36,2023-12-20T16:48:51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/21/2023,4.6,-3.8,56.2,0,nothing,0,17.6,16,48.8,4.2,3,10,2023-12-21T07:23:08,2023-12-21T16:49:19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/22/2023,5.6,-0.7,64.3,0,nothing,0,13.7,15.9,90.9,7.9,4,10,2023-12-22T07:23:38,2023-12-22T16:49:49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/23/2023,6.2,2.4,77.3,0,nothing,0,12.2,16,45,3.9,2,10,2023-12-23T07:24:06,2023-12-23T16:50:21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/24/2023,7.4,4.5,82.3,0.303,rain,0,10.3,15.8,39.7,3.3,2,10,2023-12-24T07:24:32,2023-12-24T16:50:55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,workday
12/25/2023,9,4.5,74.8,0,nothing,0,10.5,14.8,89.3,7.7,4,10,2023-12-25T07:24:57,2023-12-25T16:51:31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,holidays
12/26/2023,8.2,7,92.2,2.486,rain,0,14,11,19,1.5,1,10,2023-12-26T07:25:19,2023-12-26T16:52:09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,,workday
12/27/2023,10.2,9.3,94.1,26.626,rain,0,16.1,10.6,16.4,1.5,1,10,2023-12-27T07:25:39,2023-12-27T16:52:48,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,,workday
12/28/2023,11.8,9.6,86.8,1.043,rain,0,16,12.6,42.9,3.7,2,10,2023-12-28T07:25:58,2023-12-28T16:53:30,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,,workday
12/29/2023,10,1.4,55.3,0,nothing,0,25.9,16,59.3,5.1,4,10,2023-12-29T07:26:14,2023-12-29T16:54:12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/30/2023,6.9,-1.8,54.5,0,nothing,0,27.8,16,51.3,4.4,3,10,2023-12-30T07:26:28,2023-12-30T16:54:57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
12/31/2023,7,-1.9,53.6,0,nothing,0,22,16,85,7.4,5,10,2023-12-31T07:26:40,2023-12-31T16:55:43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
